filename,ground_truth,default_output,default_cer,has_diacritics
crop_000522.jpg,"Ingrediente: ulei de floarea-soarelui, apă, 10% icre de hering sărate (Clupea","INVOODENTRE WILL BE THE ARE - BANDEN, BHD, YOU FOR OR",71.43,True
crop_000537.jpg,"7%piure de mere,",".7% PLUTE DE MERE,",25.0,False
crop_000538.jpg,"concentrat, zahăr,","CONCENT RAT, ZAHAR,",11.11,True
crop_000553.jpg,"ANTIOXIDANT BHA, COLORANT E113, CONȚINE O SURSĂ DE FENILALANINĂ. CONSUMUL","ANTICODANT BHA, COLORANT E33. COMTIME 0 SURSU DE F",43.84,True
crop_000554.jpg,"ACIDITATE CARBONAT ACID DE SODIU, AGENT DE GLAZURARE CEARĂ DE CARNAUBA","ACOTATE CARBONAT ACID DE SOONU, AGENT DE GUAZURA",37.14,True
crop_000555.jpg,"ÎNCĂRCARE FOSFAȚI DE CALCIU, EMULSIFIANT LECITINĂ DIN SOIA, COLORANT E171, CORECTOR DE","INCLACARE FOSPATIONO, EMALSPANT LOCINA ON SDA, COL",58.14,True
crop_000556.jpg,"AGENT DE ÎNGROȘARE GUMĂ ARABICĂ, AGENT DE UMEZIRE GLUCEROL, AROME, AGENT DE","AGENT DE INGROSAKE GUNA ARABICK, AGENT DE UME",48.0,True
crop_000557.jpg,"INGREDIENTE: ÎNDULCITORI XILITOL, SORBITOL, ASPARTAM, ACESULFAM K; BAZĂ DE GUMĂ","INORDENTE INDUCTORD XICTOL, SORBITOL, ASPARTAM,",45.57,True
crop_000560.jpg,"amidon modificat, agent de îngroșare: guma carruba, guma de guar,","AMILON INDJITAT, ADENT DE INGROS ARE AGAIMA GARD",46.15,True
crop_000561.jpg,"ciocolată (zahăr, cacao), 0,1% ciocolată, dextroză, ouă, sare alimentară,","INVOICE TAILS, AIDD, D.1% GOODIABLE, DETA",72.6,True
crop_000562.jpg,"Ingrediente: lapte integral, zară, apă, zahăr, 6,3% orez, 2,2% pudră de","@ IMPELLEME LABLE METERL, ARN ADJ, ZALAN 6",67.61,True
crop_000583.jpg,Ingrediente: apă,INGREDIENTTE: APA,12.5,True
crop_000584.jpg,îndulcită cu zahăr.,INDULOTA CU ZAKER,36.84,True
crop_000588.jpg,"naturale, vitamina D3). Grăsime în substanță uscată: 11,4%. Expiră la data de: vezi pe","INATURE, NITAMINA DB), GRASINE IN SUBTAINIA USCATA:",54.65,True
crop_000589.jpg,"banană 6,2% (cu adaos de: calciu [citrat de calciu], suc concentrat de lămâie, arome",BANANA 6.2% (QU ADADS DE: CALDU (DURAT,61.9,True
crop_000590.jpg,"soc, concentrat de zmeură, arome naturale, suc concentrat de lămâie, vitamina D3) scu","SOC, SOCONCENT DE ZNEURA, AROMENATURE, SUCONENTABLE",48.24,True
crop_000591.jpg,"smântână, zahăr, zmeură 6,3% (cu adaos de: calciu [citrat de calciu], suc concentrat de","SMANTANA, ZAHAR, AMEURI 6/3% (A) AD",68.97,True
crop_000597.jpg,colorant: caroteni. Conține  o sursă de fenilalanină. A se,COLORANT: CAROTENI. CONTIME O SURSA DE FENILALAN,22.41,True
crop_000598.jpg,"arome naturale, inclusiv chinină, stabilizatori: E 1450, E 445,","AROME NATURATE, INCLUSIV CHININA, STABILIZATORI:",26.98,True
crop_000599.jpg,"antioxidant: acid ascorbic, conservant: sorbat de potasiu,","ANTIOXIDANT: ACID ASCORDIC, CONSERVANT: SORBAT",22.41,False
crop_000600.jpg,"sodiu, îndulcitori: aspartam, zaharinat de sodiu, sucraloză,","SODIU, INDULCITORI: ASPARTAM, ZAHARINAT",36.67,True
crop_000601.jpg,"carbon; acidifiant: acid citric, corector de aciditate: citrați de","CARDON, ACIDIPANT: ACID CITRIC, CORECTOR DE AC",34.85,True
crop_000602.jpg,"grediente: apă, suc de lămâie din concentrat (2%), dioxid de","REDIENTS: APA, SUC DE LAMAIE DIN CONCENTRAT (",31.67,True
crop_000607.jpg,"(ACID FOSFORIC), ÎNDULCITORI","(ACD FOSFORD, INDULOTOR!",28.57,True
crop_000608.jpg,"SULFIT DE AMONIU), AROME (CONȚIN CAFEINĂ),","SURT DE AMOWNU), AROME (CONTIN CAFEWA),",21.43,True
crop_000609.jpg,"E: APĂ, ZAHĂR, DIOXID DE CARBON, COLORANT (CARAMEL CU","E APK ZAHAR, DIXD DE CARBON, OLDRANT (CAR",28.3,True
crop_000612.jpg,"CU AROMĂ DE COLA, CU ZAHĂR ȘI","GU AROMA DE COLA, QU ZAHUR S!",20.69,True
crop_000622.jpg,"Conțin alergeni (făină, ouă, lactoză)","CONFIN ALERGENI (FAINA, DUA, IACTOZA)",18.92,True
crop_000623.jpg,"Ingrediente: făină albă 480, grăsimi vegetale,","INGREDIENTE, FAINA ALBA 480, GRAIMI VEGETALE",15.22,True
crop_000632.jpg,"aromă naturală, boia de ardei dulce, agent de îngroșare: gumă de guar. Poate conține urme de","AROMI NATURNA, BOIA BE ARDELLATE, AGENT BE INGR",59.78,True
crop_000633.jpg,"17% porumb, 9% ardei gras roșu, apă, morcovi, ceapă, ulei de floarea-soarelui, sare, zahăr,","17% PARIMA, 9% ARDEI GRAS TOTAL, APK, MORCON",62.64,True
crop_000634.jpg,"stil mexican. Produs sterilizat. Ingrediente: 25% ton dungat, 23% fasole roșie,",STIL MAXICAN. PRODAS STERILZAT.INGREDIENTS:,49.37,True
crop_000642.jpg,"Ingrediente: 50% gutui felii, apă, zahăr, antioxidant:","INGRECIENTE: 50% OUTUL FELL, APK, ZALAN,",38.89,True
crop_000646.jpg,"coloranți, arome, conservanți artificiali.","COLORANTI, AROME, CONSERVANTI ARTIFICIALI.",4.76,True
crop_000647.jpg,"Nu conține: gluten, sare, drojdie, grâu, soia, lactate,","NU CONTING: GLUTEN, SARE, DRYDIE, GRAU",38.18,True
crop_000648.jpg,Conține vitamina D3 125mcg/capsulă.,CONLINE VITAMINA D3 125MCG/CAPSULA.,5.71,True
crop_000652.jpg,"apă purificată], vitamina D3 (colecalciferol) 125mcg","APA PURIFICATAJ, VITAMINA D3 (COLECALCIEROL",23.08,True
crop_000653.jpg,"tinctorius)(emulsifiant), capsulă [gelatină, glicerină,","TINCTORIUS)(EMULSIFANT), CAPSULA [GEL",34.55,True
crop_000654.jpg,Ingrediente/capsulă: ulei de Șofrănel (Carthamus,INGREDIENTE/CAPSULA: ULEI DE SOFRAVEL (,27.08,True
crop_000662.jpg,Denumire: Vitamin D3 5000UI,DENUMIRE: VITAMIN D3 500OUI,3.7,False
crop_000668.jpg,"INGREDIENTE: 100% lapte natural de capră neomonegizat, pasteurizat",MOBBIENTS 100% LAPLE MALURAL DE CARDED NEONOGEN,51.52,True
crop_000671.jpg,Conține o sursă de fenilalanină. A se consuma de preferință înainte de:,CONTIMER SURSUBLE (EXUALAMIA) . LSE CONSIMNA DE GREEN,52.11,True
crop_000672.jpg,"de aciditate citrați de sodiu, arome naturale de lămâie și lămâie verde.","THE ADDITATE DETAIL OF SOLLOW, AROME NATURATE OF DAMALE",52.78,True
crop_000673.jpg,"acesulfam-K, aspartam și E 959, conservant benzoat de sodiu, corector","AMESULIAMA, ASPARTAM SI F159, ONSERMANI BEN",49.28,True
crop_000674.jpg,"frunctoză-glucoză, dioxid de carbon, acidifiant acid citric, îndulcitori:","""INCLOZ-GLUCOR, DIXO DE CARDOM, ADDIRA",58.9,True
crop_000675.jpg,"îndulcitori. Ingrediente: apă, sirop de","INDULCTORT. IngREDENTE: ABA, SIROP DE",15.38,True
crop_000676.jpg,"aromă de lămâie și lămâie verde, cu zaharuri","PROMS DE LAMALE SILIMBLE VEGE, CU ZALBARUN",36.36,True
crop_000685.jpg,ciocolată cu lapte: 30% minimum. Poate conține urme de alte fructe cu coajă,DIOODATE ON LAPTE: 30% MINIMUM. POATE CONLINE UR,44.0,True
crop_000686.jpg,"migdale 0,3%, nuci 0,3%, arome naturale. Substanță uscată de cacao în","MIGDATE 0,3%, NUCI 0,3%, ARONE NATURALE",46.38,True
crop_000687.jpg,"aromă de vanilie naturală), grăsimi din lapte, emulsifiant: lecitine (soia);","AROMA DE VANILLE NATURALA), ORIGIMI ON LAPTE,",50.0,True
crop_000688.jpg,"afânare: bicarbonat de sodiu; emulsifiant: lecitină din floarea soarelui; sare,","AFANARE: BICARDONAT DE SODU, EMULISFANT:",55.7,True
crop_000689.jpg,"cacao pudră, biscuiți 0,9% (făină de grâu, zahăr, malț de grâu, agenți de","CACCO PUDRA, BISCUIT 0.9% (TAINA DE G",57.53,True
crop_000690.jpg,"(palmier, shea), masă de cacao, alune de pădure, 1,4% lapte praf degresat,","(PALMIER, SHEA), MASA DE CACAD, ALUNE DE P",45.95,True
crop_000691.jpg,"nuci. Ingrediente: zahăr, unt de cacao, lapte praf integral, grăsimi vegetale","INUCI. INGREDENTE: ZAHAR, UNT DE CACAD",55.84,True
crop_000692.jpg,RO Ciocolată cu lapte (70%) cu (30%) umplutură de praline cu biscuiți și,@ CHOCOLATE CU LAPTE (70%) CU (30%) UMPULTUR,45.83,True
crop_000717.jpg,"agent antiaglomerant: stearat de magneziu vegetal,",AGENT ANTIAGLOMERANT: STEARAT DE MAGNEZU VEG,12.0,False
crop_000718.jpg,"îngroșare: celuloză, gumă din celuloză modificată;","INGROSARE: CELULOZA, GUMA DIN CEULOZA",34.0,True
crop_000719.jpg,Alte ingrediente: îndulcitor: sorbitol; agent de,ALTE INGROUNDIENTS: INDULCTOR: SORDITION AGENT BE,22.92,True
crop_000759.jpg,"Poate conține urme de lapte (înclusiv lactoză),",PURTE CONLINE LIME ON LAYLE INCLUSIVE RECEIPT.,42.55,True
crop_000761.jpg,monoglutamat de sodiu; conservant: nitrit de sodiu.,MONDELAMART BE ROLLY COMPERMENTE WITH BE GOODUL.,49.02,False
crop_000763.jpg,"ascorbic; usturoi, piper negru, potențiator de aromă:","ASSCOUNTIC, USTUROL, PIGER MEGEN, POTEM",49.06,True
crop_000764.jpg,"acetați de sodiu; antioxidanți: acid citric, acid","RECEIPT DE ADDIC AMTENDENTS SOLD ETHIE, ALLA",59.18,True
crop_000766.jpg,"de rapiță, proteine de soia, corector de aciditate:","DATE REQUIRED, PROTELLME OF ASILA, CONCENTAR OF RECE",60.78,True
crop_000768.jpg,"pui separată mecanic, apă, făină de grâu, sare, ulei","PAY SEPARATED MECHING, ADL, FLIM DUE GRILL,",51.92,True
crop_000770.jpg,atmosferă protectoare. Ingrediente: 75% carne de,"ATMOSTED PROTICIANT,INGRECIENTS. 75% CARME OF",33.33,True
crop_000775.jpg,"soarelui, legume deshidratate (ceapă, usturoi), sare.","SOARELUI, IEGUME DESHORRATATE (CEAPB",39.62,True
crop_000776.jpg,"mazăre, făină din mazăre, ulei vegetal de floarea","MAZURE, FLIND JLN MAZARE, UEL VEGETAL DE",32.65,True
crop_000777.jpg,"apă, proteină din mazăre, proteină din bob, fibre din","ADD. PROTEING OIN MAZINE, POTELIMA DIN BOB",41.51,True
crop_000779.jpg,Poate conține urme de: susan.,POATE CONLINE URNE DE: SUSAN.,6.9,True
crop_000780.jpg,acizilor grași.,ACIZILOR GRASI.,6.67,True
crop_000781.jpg,"și digliceridele acizilor grași, mono și digliceride ale","SIDIGLICERIDLE ACIZILOR GRASI, MONO SI D",33.93,True
crop_000782.jpg,"sodiu, esteri ai acizilor mono și diacetiltartric cu mono","SODIU, ESTERI AI ACIZILOR MONO SI DIACETILAT",24.56,True
crop_000783.jpg,"gluten de grâu, cmulsifianți: stearoil-2-lactilat de","GLUTEN DE GRÁ, EMULSIFANTI: STEAROIL-2",32.69,True
crop_000784.jpg,"lactice ), lapte praf, ulei de floarea soarelui, sare,","LACTICE ), LAPTE PRAF, ULCI DE FLOAREA SOAR",22.22,False
crop_000785.jpg,"ascorbic E 300, enzime), iaurt ( lapte de vacă, culturi","ASCOFBIE E 300, ENZIME), LAURT ( LAPTE DE",30.91,True
crop_000786.jpg,"confiată și uscată, dextroză, aromă, antioxidant: acid","CONFINAL SI USCATA, DEXTROXA, AROMA, AMTIO",38.89,True
crop_000787.jpg,"maia naturală deshidratată din grâu, coajă de portocală","MAIN NATURALA DESHIDRATALAN DIN GRAU, CO",40.0,True
crop_000788.jpg,"unt 3%, maia funcțională ( făină albă de grâu 650,","UNT 3%, MAIA FUNCHONALA ( FAIMA ALBA DE GRA",28.0,True
crop_000789.jpg,"sare, antioxidant: acid ascorbic], zahăr, ouă, drojdie,","SARE, AMTIOXIDANT: ACID ASCORDIC], ZAHAR,",30.91,True
crop_000790.jpg,"stabilizatori: alginat de sodiu, guma xantan, arome,","STABILIZATORI: ALGINAT DE SODIU, GUNA XANT",21.15,False
crop_000791.jpg,"arahide, făină de soia, griș de grâu, zahăr caramelizat,","ARAHIDE, FRIMA DE SOIN, GRIS DE GRAU, Z",41.07,True
crop_000792.jpg,"albuș ou, cremă cacao 3%, stafide 3%, pesmet,","IBUS ON, CREMA CACAO 3%, STAFIDE 3%, PESMET",13.33,True
crop_000793.jpg,"cu cremă cacao, nucă și stafide 40% [zahăr, nucă 10%,","A CREMA CANO, MUCH SI STATE 40% [ZAHAR, NUCA",33.96,True
crop_000794.jpg,"INGREDIENTE: Făină albă de grâu 480, umplutură","NGREDIENTE: FAIMA ALBA DE GRAU 480, UNPLUTUR",17.39,True
crop_000798.jpg,"Poate conține urme de: de OU, CHIMEN, FĂINĂ DE GRÂU","POATE CONLINE URME DE : DU, CHIMEN, FAINA DE GRAU",15.69,True
crop_000799.jpg,"grăsimi animale 12%, apă 11%, cacao 4% (min 12%), arahide 4%, esențe.","GRIOSIMI ANIMATE 12%, APA 11%, CACAN 4% (",49.28,True
crop_000800.jpg,"Ingrediente: zahăr 40%, lapte praf integral 29%(26% grăsime),","INGRECIENTE ZAHAR 40%, LAPTE PRAF INTERNAL 29%",31.15,True
crop_000801.jpg,"fulgi de ceapă 1%, ceapă verde 0,2%.","FULGI DE CEAPA 1%, CEAPA VERDE 0.2%",11.11,True
crop_000802.jpg,"floarea-soarelui, sare, extracte vegetale,","MOAREA-SOARELUI, SARE, EXTRACTE VEGETALE",7.14,False
crop_000804.jpg,"ingrediente: apă, izolat proteic de SOIA","INGREDIENTE: APA, IZOLAT PROTEIC DE SOLA",5.0,True
crop_000806.jpg,"Glazura de cacao (grăsime de palmier,cacao și zahăr).","GLAZURA DE CACAO (GRASIME DE PALMIER,CACA",24.53,True
crop_000808.jpg,"sirop de glucoză, apă,acid sorbic, aromă (CARAMEL),","SIROP DE GLUCOZA, APA,ACID SORBIC, AR",31.37,True
crop_000809.jpg,"zahăr, cacao 3%,margarină vegetală nehidrogenată,","ZAHAR,CACAO 3%,MARGANINA VEGETALA NEH",32.65,True
crop_000811.jpg,"iodată, metabisulfit de sodiu E 233),rahat de cacao,","IODATE, METABISLIFIT DE SODIU E 233),RAHAT",25.0,True
crop_000813.jpg,"bicarbonat de sodiu E500, lecitină din soia,sare","BICARDONAT DE SODIU E500, IECITINA DIN SOLA",18.75,True
crop_000815.jpg,"nehidrogenată, zahăr, bicarbonat de amoniu E503,","NEHLOGENATA, ZAHAR, BICARDONAT DE AMONIU E",20.83,True
crop_000816.jpg,"tip 650, apă, sirop de glucoză, grăsime vegetală","TIP 650, APJ, SHOP DE GLUCOZA, GRASIME VEG",20.83,True
crop_000818.jpg,Ingrediente:BIscuiți populari 35% (făină de grâu albă,INGREDIENTA:BISCUIT POPULARI 35% (TAINA DE GRA,22.64,True
crop_000821.jpg,din agriculura ecologică. Poate conține urme de migdale și alune de pădure.,"* AN ORIGILITURA ECOLOGIOD, POOTE CONLINE URME DE MID",50.67,True
crop_000822.jpg,"Ingrediente: nuci caju (65%), apă, sare de Himalaya, culturi de fermentare","INGREEMENTE: MADE AGAI* (65%), APB, SARE DE HIM",52.7,True
crop_000824.jpg,"grăsimi adăugate, drojdie, agenți de îngroșare.","GRAIMI ADAUGATE, DROJDIE, AGENTI DE IN",27.66,True
crop_000825.jpg,"NU CONȚINE: gluten, soia, conservanți, uleiuri,","NU CONTINE: GLUTEN, SOIA, CONSERVANTI, U",19.15,True
crop_000827.jpg,"pătrunjel, cimbru, asmățui, piper, tarhon și ATÂT.","PATRUNJEL*, CIMBRU"", ASMARTUR"", PIPER"",",50.0,True
crop_000828.jpg,"culturi vegane de fermentare, usturoi, arpagic,","CULTURI VEGANE DE FERMENTARE, USTUROL"", ARP",14.89,False
crop_000829.jpg,"Ingrediente: nuci de caju, sare de Himalaya, apă,","INGREDIENTE: NUCI DE CAJU*, SARE DE HIMALAYA",14.29,True
crop_000831.jpg,"grăsimi adăugate, drojdie, agenți de îngroșare.","GRAIMI ADJUGATE, DROJOLIE, AGENTI DE IN",31.91,True
crop_000832.jpg,"NU CONȚINE GLUTEN, soia, conservanți, uleiuri,","NU CONTINE GLUTEN, SDA, CONSERVANTI, UEL",21.74,True
crop_000834.jpg,"Himalaya, culturi vegane de","HIMALAYA, CULTURI VEGANE DE",0.0,False
crop_000835.jpg,"nuci de caju 69%, apă, sare de","INVOICE CAJU* 69% APA, SARE DE",26.67,True
crop_000837.jpg,ecologică. Poate conține urme de nuci caju și migdale.,ECOLOGICO. PORTE CONLINE URNE DE NUCI CAJU SI,25.93,True
crop_000838.jpg,"de lămâie, corector de aciditate: acid citric vegan, din agricultura","DE LAMBLE"", CORRECTOR DE OCIDITATE: ACID DITIC V",42.65,True
crop_000840.jpg,"Ingrediente: preparat cu boabe de Năut 81% (Năut 24%, apă), pastă",INGRECIENTE: PEPOROT CU BOOBE DE NEUR* 81%,47.69,True
crop_000853.jpg,"alune de pădure, nuci pecan și susan.","ALUME DE PAIDUE, NUCI PECAN SI SUSAN.",13.51,True
crop_000854.jpg,"Poate conține urme de lapte, soia, migdale, caju,","POATE COMLINE UTIME DE LATTE, SOIA, MIDDATE, CAJU",16.33,True
crop_000855.jpg,"floarea-soarelui. Cereale 57,5%.",TIOAREA-SOARELUR* . CEREALE 57.5%,21.88,False
crop_000856.jpg,"vanilie pudră*), miere*, sare, ulei de","VANILIE PUDRA*,MIERE*, SARE, UEL DIE",15.79,True
crop_000857.jpg,"2,5% (pudră de cacao* 60%, zahăr de trestie*,","2.5% (PUBLRA DE CACAR* 60%, ZAHAR DE TR",28.89,True
crop_000858.jpg,"6,5%, pudră pentru ciocolată caldă elvețiană*","6.5%, PUDRE PENTRU CICOLLATIA CALDA ENE",33.33,True
crop_000859.jpg,"zahăr*, sirop de grâu, cacao* pudră degresată","ZALIAI*, STOP DE GRAU, DACAR* PUDRA DECRES",31.11,True
crop_000860.jpg,"Ingrediente: făină de grâu* și secară* (57,5%),","INGREDIENTE, FAND DE GRAU* SI SECARA* (57.5",23.4,True
crop_000874.jpg,"conține urme de soia, ouă si fructe cu coajă lemnoasă.","CONLINE UTHE DE SOIA, OUR SI FRUCE CU COAIA LEMON",22.22,True
crop_000875.jpg,"disodic), zer praf (lapte), sare, aromă, conservant (metabisulfit de sodiu). Poate","DISCODC), PER PRAPTE), SARE, AROMA, CONSERV",52.44,True
crop_000876.jpg,"agenți de afânare (carbonat acid de amoniu, carbonat acid de sodiu, difosfat)","AGENTI DE ARIANATE (CARBONAT ACID DE AMONIU, CAR",45.45,True
crop_000877.jpg,"vegetal (palmier), sirop zahăr invertit, lapte grăsime 3% proaspăt pasteurizat (2,5%),","RECEIAL (DALMIER), SHOP ZAHOR INENTIT, LAP",59.3,True
crop_000878.jpg,"RO Biscuiți cu lapte proaspăt. Ingrediente: Făină de grâu (60%), zahăr, ulei",GST REGALIT CO LAPTE PROASPAT. INGRADIENTE,61.84,True
crop_000884.jpg,"arome (rom, portocală). Conține gluten, lapte, soia, ou. Poate conține","AROME (ROM, PORTOCALD), CONLINE GLUTEN, LAPTE,",38.57,True
crop_000885.jpg,"acid de amoniu), agent antiaglomerant (carbonat de magneziu), sare,","ACID DE AMONIU), AGENT ANTAGLOMERANT (CARDON",35.82,False
crop_000886.jpg,"carbonat acid de sodiu), amidon din porumb], agent de afânare (carbonat","CARDONAT AID DE SODIU, AMIDON DIN PORUMB",45.07,True
crop_000887.jpg,"UE și din afara UE), praf de copt [agenți de afânare (difosfat disodic,","UE SI DIN ATARA UE, PROF DE COPT AGAENTI DE DION",42.25,True
crop_000888.jpg,"din UE), fibră de soia, gălbenuș de ou, coajă de portocală 2,7% (origine: din","DIN UE, FIBRA DE SALBENUS DE OU, COOD BE P",51.95,True
crop_000889.jpg,"Produs copt. Ingrediente: Făină albă de grâu, zahăr, unt 19,2% (origine:",PRODUS COPT INGREDIENTS: FOIND ALBO DE GRAU,45.83,True
crop_000892.jpg,Ingrediente :semințe de schinduf-pudră;,.INGREDIENTE: SEMINTE DE SCHINDUT - PUDRA;,20.51,True
crop_000898.jpg,"acidifiant: acid citric, coloranți: coșenilă și beta caroten, antioxidant: acid ascorbic,","ADDIENT SOLD, COLORANT FORMIA 9'BETA CAROKEN, ANDARDANT",56.18,True
crop_000899.jpg,"roșii de Sicilia obținut din suc concentrat de portocale roșii de Sicilia (25%), zahăr,",TOTAL OF SCIPT CONTEDING CORCENTABLE PERICOBLE FOR DE SCATE (,58.62,True
crop_000900.jpg,"roșii de Sicilia. Conținut de fructe: minimum 25%. Ingrediente: apă, suc de portocale","NOODS SOLD FORPUT BE FUCE MINIMUM 25%, HARDENOR",58.82,True
crop_000910.jpg,nitrit de sodiu. Membrană naturală. Temperatura de păstrare:,INITRICE SOLD. MEMBER AND NATURNABLE TEMPERATURE OR DESTR,38.33,True
crop_000911.jpg,"antioxidant: acid ascorbic; usturoi, colorant: carmin; conservant:","AMPOXDANT AND ASSORDIC USTERO, COLORANT CARMINS CON",33.33,False
crop_000912.jpg,"sare iodată, stabilizatori: polifosfați de sodiu; condimente,","SALE TOTALA, STARTIZATION, POLIFOSIAY DE SOLUS, COND",42.62,True
crop_000913.jpg,"Ingrediente: carne de vită (50%), slănină, apă, carne de porc,","INGRECIENTE COME DE WILL (SOS), SISMINAL, ADN",50.0,True
crop_000914.jpg,în substanță uscată) min. 45%. Alergeni: conține lactoză.,"IN SUBSTANTA USCATA) MIN. 45%, ALERGENI:",38.6,True
crop_000916.jpg,"clorură de calciu, cheag, culturi lactice selecționate, sare,","DONURI DE CALGIU, CHEAG CULTURI LACTICE SELECTIONATE",22.95,True
crop_000917.jpg,"Ingrediente: lapte de vacă normalizat pasteurizat,",INGREDIENTS: LAPTE DE VACI NORMALIZAT PASTERIZ,12.0,True
crop_000918.jpg,SARE IODATA. Contine alergenii:GLUTEN. Soia.,SARE IODATA. CONTIME ALERGENI:GLUTEN. SOIA.,4.55,False
crop_000919.jpg,"AMONIU, BICARBONAT DE SODIU ), AROMA,","AMONIU, BICARBONATE SODIU ), AROMA.",8.11,False
crop_000920.jpg,"Soia ), AGENTI DE AFANARE ( BICARBONAT DE","SELA), AGENTI DE AFANARE (BICARBONATE",14.63,False
crop_000921.jpg,"PALMIER, ZAHAR, EMULSIFIANT ( LECITINA DIN","PALMIER, ZAHAR, EMULSIFIANT (LECTINA DIN",4.76,False
crop_000922.jpg,"00FAINA DE GRAU, ,GRASIMI VEGETALE DE","00FAINA DE GRAU, GRASIMI VEGETALE DE",2.7,False
crop_000933.jpg,"de sodiu. Poate conține urme de soia, lapte (lactoză),","OR SOOLED POATED COMLINE UMME DE SOLA, LAPLE (IN",38.89,True
crop_000934.jpg,"de sodiu; maltodextrină, aromă de fum, conservant: nitrit","BE SOLD, MALTONORIMA, AROMA DE ITEM, CONSERM",47.37,True
crop_000954.jpg,"susan, fructe cu coajă lemnoasă, lupin, ouă și țelină.","SHANK INVOICE ON CONDITIONES, INCLUS, ONE OF FOLLANT.",66.67,True
crop_000955.jpg,"urme de lapte și produse derivate, muștar, semințe de","AMOUNT BE INVOICE AT PRODUCTED SERVICES, MUSTBACK, REMEATO OR",64.15,True
crop_000956.jpg,"de porc, sare, amestec de condimente. Poate conține",ON BACK FACE AMEETEE ARE COMDIMENTE. PASITE CONFINE,35.29,True
crop_000957.jpg,de esență tare. Ambalat în vid. Ingrediente: muschiuleț,SR ECEIPT RATE AMOUNT IN VEGETABLE INSCHANGE,60.0,True
crop_000963.jpg,"Ingrediente: lapte pasteurizat, sare, culturi lactice selecționațe, cheag","INGRECIENTE: TAPTE PASTERIZAT, SARE, OUTUR",46.58,True
crop_000964.jpg,Conținut de grăsime raportat la substanța uscată minimum 55%.,COMMINT BE GRASIME RAPORTATIA SUBSTANTAUSCATA MIN,31.15,True
crop_000987.jpg,ascorbat de sodiu; conservant: nitrit,"RECEIPT DE SODUR, COMSERVANT: MILOT",37.84,False
crop_000990.jpg,stabilizator: trifosfați; antioxidant:,"STABILIZATOR, MILOSTAH, AMTIONDAUR.",36.84,True
crop_000994.jpg,"din cartofi, aromă naturală, glucoză.","DIN CARTON, AROMA NATURNA, GLACOTA,",27.03,True
crop_000996.jpg,"amestec de condimente, amidon","AMESTER DE CONDIMABLE, AMIDON",13.79,False
crop_001002.jpg,"formată, apă, sare, zahăr, amestec","FORMULI, APL, SITE ZALAN, AMESTER",32.35,True
crop_001004.jpg,Ingrediente: 87% carne de curcan,INGREDIENTE 87% CARNE DE CARLAM,12.5,False
crop_001012.jpg,"aromatice, morcovi deshidratați, ardei gras deshidratat). Deși au fost efectuate","AMOUNTICE, IMPROVE DESCIPTANTLY ANDE (RES DEBITRA",61.25,True
crop_001013.jpg,"Ingrediente: fileuri de macrou, sare, amestec de condimente (0,5% plante","INGREEMENTED TIBEN BEETMENT, SAIT, AMETRE OF COND",58.33,False
crop_001014.jpg,aromatice. Bogat în acizi grași Omega-3. Ambalat în atmosferă protectoare.,"AMOUNTBOOK. ROGAT IN ALCLE JAY OMEGABLEA, ADH",66.22,True
crop_001032.jpg,"conservant: nitrit de sodiu), extracte de condimente, condimente, dextroză, oțet de","COMEIPENT MUST OR ABILITY CHANCE OF CONDERSTE, CONDIMENTS",62.65,True
crop_001033.jpg,"atmosferă protectoare. Ingrediente: 97% pulpă de porc, sare cu nitriți (sare,","AMOUNTED PURCHAS ARE INCLABLE 3% POICE OF FOR FACE ON WHITE,",63.64,True
crop_001036.jpg,"GLUTEN, LACTOZĂ, MUȘTAR.","GLUTEN, LACTOZA, MUSTAR.",8.33,True
crop_001037.jpg,acizilor grași). Poate conține urme de:,ACIZILOR GRASI). POATE CONTHE URME BE:,12.82,True
crop_001038.jpg,"SOIA, emulsifiant (mono- si digliceride ale","SOLA, EMULSIHANT (MONO-DIGHCERDEAE",27.91,False
crop_001039.jpg,"acetați de potasiu), proteină vegetală de","ACETATION DE POTASIU), PROTEING VEGETABLE",19.51,True
crop_001040.jpg,"de sodiu), acidifianți (lactat de potasiu,","DE SODIU), ACIDINANTI (LACTATICE POTASU,",14.29,True
crop_001041.jpg,"sodiu), sare nitrică (sare, conservant: ntrit","SODIU), SARE NITRICA (SARE, CONSERANT: nTR",8.89,True
crop_001042.jpg,"neiodată, corectori de aciditate (citrați de","NEIODATA, CORECTORI DE ACIDITATE (DETAILRE",15.91,True
crop_001043.jpg,"(monoglutamat de sodiu), condimente, sare","(MONOGLUTAMAT DE SODIU), CONDIMENTE, SARE",0.0,False
crop_001044.jpg,"sodiu), arome, potențiator de aromă","SODIU), AROME, POTENITATOR BE AROMA",11.43,True
crop_001045.jpg,"antioxidanți (ascorbat de sodiu, eritorbat de","ANTIOXIDANTI (ASCOPDAT DE SOONU,ERTORB",26.67,True
crop_001046.jpg,"vită, agent de îngroșare (caragenan),","VITA, AGENT DE INGROSARE (CARAGENAN),",8.11,True
crop_001048.jpg,"(trifosfați, polifosfați), proteină animală de","(TRIFOSFATI, POLIFOSFATI), PROTEINA AN",23.91,True
crop_001050.jpg,"modificat din porumb, dextroză, stabilizatori","MOOLIFICAT DIN PORUMB, DEXTROZA, STABIL",22.22,True
